2367194959,/alice/sim/2021/LHC21d4a/252858/060/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/061/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/062/aod_archive.zip,ALICE::ISS::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/063/aod_archive.zip,ALICE::POZNAN::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/065/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/066/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/067/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/068/aod_archive.zip,ALICE::UPB::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/069/aod_archive.zip,ALICE::JINR::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/071/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/072/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/073/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/074/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/075/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/076/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/077/aod_archive.zip,ALICE::SUBATECH::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/078/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/079/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/080/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/081/aod_archive.zip,ALICE::SUBATECH::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/082/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/083/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/084/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/085/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/086/aod_archive.zip,ALICE::KISTI_GSDC::SE2;ALICE::KISTI_GSDC::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/087/aod_archive.zip,ALICE::ISS::EOS;ALICE::NIHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/088/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/089/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/090/aod_archive.zip,ALICE::JINR::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/091/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/092/aod_archive.zip,ALICE::ISS::EOS;ALICE::NIHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/093/aod_archive.zip,ALICE::UPB::EOS;ALICE::KOLKATA::EOS2
2367194959,/alice/sim/2021/LHC21d4a/252858/094/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/095/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/096/aod_archive.zip,ALICE::TORINO::SE2;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/097/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/098/aod_archive.zip,ALICE::POZNAN::SE;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/099/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/100/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/1000/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10000/aod_archive.zip,ALICE::POZNAN::SE;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10001/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10002/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10003/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10004/aod_archive.zip,ALICE::POZNAN::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10005/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10006/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10007/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10008/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10009/aod_archive.zip,ALICE::CERN::EOS;ALICE::BIRMINGHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1001/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10010/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10011/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10012/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10013/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10014/aod_archive.zip,ALICE::KISTI_GSDC::SE2;ALICE::KISTI_GSDC::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10015/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10016/aod_archive.zip,ALICE::SARA::DCACHE;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10017/aod_archive.zip,ALICE::ISS::EOS;ALICE::NIHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10018/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10019/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1002/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::POZNAN::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10020/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10021/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10022/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10023/aod_archive.zip,ALICE::UPB::EOS;ALICE::KOLKATA::EOS2
2367194959,/alice/sim/2021/LHC21d4a/252858/10024/aod_archive.zip,ALICE::KFKI::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10025/aod_archive.zip,ALICE::POZNAN::SE;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10026/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10027/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10028/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10029/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1003/aod_archive.zip,ALICE::POZNAN::SE;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10030/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10031/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10032/aod_archive.zip,ALICE::SUBATECH::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10033/aod_archive.zip,ALICE::ISS::EOS;ALICE::NIHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10034/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10035/aod_archive.zip,ALICE::KISTI_GSDC::SE2;ALICE::KISTI_GSDC::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10036/aod_archive.zip,ALICE::TORINO::SE2;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10037/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10038/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10039/aod_archive.zip,ALICE::SUBATECH::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1004/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10040/aod_archive.zip,ALICE::CATANIA::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10041/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10042/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10043/aod_archive.zip,ALICE::CERN::EOS;ALICE::POZNAN::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10044/aod_archive.zip,ALICE::UPB::EOS;ALICE::POZNAN::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10045/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10046/aod_archive.zip,ALICE::ISS::FILE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10047/aod_archive.zip,ALICE::POZNAN::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10048/aod_archive.zip,ALICE::LBL_HPCS::EOS;ALICE::ORNL::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10049/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1005/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10050/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10051/aod_archive.zip,ALICE::ISS::FILE;ALICE::ISS::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10052/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10053/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10054/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10055/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10056/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10057/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10058/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10059/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1006/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10060/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10061/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10062/aod_archive.zip,ALICE::CERN::EOS;ALICE::GSI::SE2
2367194959,/alice/sim/2021/LHC21d4a/252858/10063/aod_archive.zip,ALICE::POZNAN::SE;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10064/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10065/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10066/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10067/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10068/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10069/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1007/aod_archive.zip,ALICE::UPB::EOS;ALICE::BIRMINGHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10070/aod_archive.zip,ALICE::KISTI_GSDC::SE2;ALICE::KISTI_GSDC::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10071/aod_archive.zip,ALICE::POZNAN::SE;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10072/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10073/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10074/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10075/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10076/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10077/aod_archive.zip,ALICE::POZNAN::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10078/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10079/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1008/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10080/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10081/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10082/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10083/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10084/aod_archive.zip,ALICE::BIRMINGHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10085/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10086/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10087/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10088/aod_archive.zip,ALICE::UPB::EOS;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10089/aod_archive.zip,ALICE::CERN::EOS;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1009/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10090/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::FZK::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10091/aod_archive.zip,ALICE::CERN::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10092/aod_archive.zip,ALICE::SUBATECH::EOS;ALICE::BIRMINGHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10093/aod_archive.zip,ALICE::POZNAN::SE;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10094/aod_archive.zip,ALICE::BARI::SE;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10095/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::CERN::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10096/aod_archive.zip,ALICE::NIHAM::EOS;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10097/aod_archive.zip,ALICE::POZNAN::SE;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10098/aod_archive.zip,ALICE::POZNAN::SE;ALICE::RRC_KI_T1::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/10099/aod_archive.zip,ALICE::CERN::EOS;ALICE::BIRMINGHAM::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/101/aod_archive.zip,ALICE::FZK::SE;ALICE::UPB::EOS
2367194959,/alice/sim/2021/LHC21d4a/252858/1010/aod_archive.zip,ALICE::TORINO::SE2;ALICE::CNAF::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10100/aod_archive.zip,ALICE::RRC_KI_T1::EOS;ALICE::FZK::SE
2367194959,/alice/sim/2021/LHC21d4a/252858/10101/aod_archive.zip,ALICE::UPB::EOS;ALICE::CERN::EOS
